1.29767 ,2.05088 ,0.212035 ,0 
1.57138 ,0.339769 ,2.60681 ,1 
6.65941 ,0.124031 ,3.71964 ,2 
2.41914 ,9.02797 ,5.54437 ,3 
3.4489 ,3.72699 ,2.00114 ,4 
9.70646 ,9.9435 ,9.30745 ,5 
1.37339 ,4.60571 ,9.9872 ,6 
7.53894 ,0.78542 ,6.35835 ,7 
7.62295 ,8.31675 ,9.34302 ,8 
3.53131 ,9.57611 ,6.50245 ,9 
5.67532 ,2.41922 ,2.15911 ,10 
6.09191 ,7.88806 ,5.86144 ,11 
8.06027 ,9.0952 ,4.27922 ,12 
3.3497 ,3.33194 ,7.25256 ,13 
8.19684 ,2.87982 ,5.86454 ,14 
1.35317 ,0.563051 ,8.97256 ,15 
9.88555 ,1.26604 ,3.42341 ,16 
5.91036 ,7.37631 ,1.57343 ,17 
9.4676 ,1.42878 ,8.16018 ,18 
5.54764 ,7.32907 ,4.81385 ,19 
7.99578 ,7.77465 ,8.45397 ,20 
4.86944 ,3.15193 ,0.236947 ,21 
6.46987 ,4.64824 ,1.17408 ,22 
0.959127 ,7.36064 ,7.4176 ,23 
2.98844 ,4.71502 ,3.545 ,24 
9.0549 ,8.92459 ,7.22128 ,25 
7.18771 ,4.56598 ,7.86466 ,26 
6.31651 ,1.76387 ,7.8713 ,27 
6.27691 ,5.49685 ,4.56208 ,28 
4.41644 ,4.48705 ,3.06227 ,29 
0.920352 ,4.43404 ,7.21867 ,30 
5.8723 ,0.0785492 ,6.90737 ,31 
